City,Cloudiness,Country,Date,Max Temp,Wind Speed,Lat,Lng,Humidity
Maniitsoq,100,GL,1562701290,7.68,1.23,65.42,-52.9,80
Ragama,20,LK,1562701290,25,2.1,7.03,79.92,88
Purranque,75,CL,1562701290,14,4.6,-40.91,-73.16,76
Pangai,90,TO,1562701291,24,3.1,-19.8,-174.35,100
Colomi,0,BO,1562701291,27,1.5,-17.34,-65.87,10
Comodoro Rivadavia,0,AR,1562701145,12,2.1,-45.87,-67.48,71
Faya,5,SA,1562701291,29,4.1,18.39,42.45,42
Shushtar,0,IR,1562701291,36,1,32.05,48.86,14
Iranshahr,0,IR,1562701291,39,2.62,27.21,60.69,31
Banjar,7,ID,1562701291,18.68,0.67,-7.37,108.54,97
Santa Cruz,13,BR,1562701291,24.08,4.88,-6.22,-36.02,60
Peque,100,CO,1562701292,18.48,0.11,7.02,-75.91,92
Escarcega,100,MX,1562701292,33.68,2.35,18.61,-90.75,51
Whitehorse,90,CA,1562701286,21.11,2.1,60.72,-135.06,39
Harper,1,US,1562701292,33.33,1.5,30.3,-99.24,74
Adzope,100,CI,1562701292,21.98,1.75,6.11,-3.86,96
Port Macquarie,0,AU,1562701292,7.78,3.6,-31.43,152.91,87
Yerbogachen,6,RU,1562701292,15.48,0.77,61.28,108.01,75
Beringovskiy,0,RU,1562701292,16.98,2.69,63.05,179.32,62
Xuchang,75,CN,1562701293,22,1,34.03,113.82,88
Gamba,100,CN,1562701293,5.98,1.96,28.28,88.52,72
Pochutla,75,MX,1562701293,32.78,5.1,15.74,-96.47,62
Charters Towers,100,AU,1562701293,17.18,2.3,-20.07,146.27,89
Usinsk,90,RU,1562701293,5.78,4.11,66,57.56,93
Clarence Town,0,AU,1562701293,8.89,4.1,-32.59,151.78,87
Novosheshminsk,100,RU,1562701293,15.78,3.54,55.06,51.22,96
Playas,46,EC,1562701294,22.78,7.23,-2.64,-80.39,81
Marshall,40,US,1562701294,33.33,4.1,39.12,-93.2,62
Katangli,41,RU,1562701294,8.08,3.92,51.71,143.23,88
Vysokogornyy,100,RU,1562701294,12.18,1.53,50.1,139.13,86
Narrabri,40,AU,1562701294,5.56,2.1,-30.33,149.78,86
Ulundi,0,ZA,1562701294,9.88,1.71,-28.29,31.43,72
Yabrud,0,SY,1562701294,28,5.7,33.97,36.66,26
Nyimba,0,ZM,1562701295,14.48,0.87,-14.56,30.81,41
Maturin,96,VE,1562701099,26.28,2.12,9.75,-63.18,71
Hope,40,US,1562701295,34,2.6,33.67,-93.59,55
Brae,100,GB,1562701295,12,5.7,60.4,-1.35,81
Oktyabrskoye,40,RU,1562701295,16.11,4,56.73,85.44,93
Fortuna,1,US,1562701295,25,5.1,40.6,-124.16,72
Farafangana,97,MG,1562701349,18.18,2,-22.82,47.83,88
Mehamn,75,NO,1562701350,7,6.2,71.03,27.85,93
Gorontalo,98,ID,1562701350,22.18,1.15,0.54,123.06,94
Severo-Yeniseyskiy,76,RU,1562701350,13.18,1.25,60.37,93.04,79
La Trinitaria,64,MX,1562701350,28.78,1.79,16.12,-92.05,60
Zhengjiatun,100,CN,1562701350,21.78,1.62,43.51,123.51,76
Chocaman,100,MX,1562701350,18.48,4.22,19.02,-97.02,60
West Allis,40,US,1562701263,30,3.1,43.02,-88.01,58
Araouane,56,ML,1562701350,37.48,2.65,18.9,-3.53,20
Umm Kaddadah,24,SD,1562701351,31.48,2.18,13.6,26.69,34
Winslow,0,GB,1562701351,22,1,51.94,-0.88,68
Springfield,40,US,1562701351,32.22,3.6,42.1,-72.59,27
Taybad,0,IR,1562701351,25.68,5.81,34.74,60.78,23
Matay,0,EG,1562701351,28.18,4.97,28.42,30.79,35
Stavropol,0,RU,1562701351,20,3,45.04,41.97,52
Griffith,0,AU,1562701351,5,2.85,-34.29,146.06,100
Mingshui,100,CN,1562701352,22.78,1.62,22.81,109.89,93
Sola,24,TZ,1562701352,19.48,1.56,-3.17,33.8,68
Brunico,20,IT,1562701352,24,3.6,46.8,11.94,60
Panaba,97,MX,1562701219,30.18,4.83,21.28,-88.27,65
Lishui,100,CN,1562701352,19.78,0.54,28.45,119.91,99
Ashtabula,20,US,1562701352,28.89,2.6,41.87,-80.79,61
Kewanee,1,US,1562701289,31.67,4.6,41.25,-89.92,52
Fare,22,PF,1562701352,25.08,6.08,-16.7,-151.02,77
Havre,75,US,1562701352,23,4.1,48.55,-109.68,40
Burns Lake,100,CA,1562701353,16.38,1.55,54.23,-125.76,73
Takoradi,100,GH,1562701353,22.48,1.56,4.89,-1.75,94
Ugoofaaru,100,MV,1562701353,28.98,5.72,5.67,73,78
Elizabeth City,1,US,1562701353,30,6.7,36.3,-76.22,51
Prince Rupert,90,CA,1562701353,15,1.5,54.32,-130.32,87
Ilinskoye-Khovanskoye,90,RU,1562701353,14,2.68,56.97,39.77,100
Sao Joao da Barra,0,BR,1562701354,23,6.2,-21.64,-41.05,49
Solnechnyy,100,RU,1562701354,16.68,0.12,50.72,136.64,88
Ocampo,92,MX,1562701354,30.28,3.16,27.32,-102.4,29
Marquette,5,US,1562701354,28.33,4.6,46.54,-87.4,47
Kindu,69,CD,1562701354,21.88,1.13,-2.95,25.92,89
Brazzaville,0,CD,1562701354,24,1,-4.27,15.27,83
Mwinilunga,0,ZM,1562701354,13.08,2.3,-11.73,24.43,32
Clinton,1,US,1562701354,31.67,2.1,41.28,-72.53,43
Collie,27,AU,1562701355,13.89,1.95,-33.36,116.15,62
Liuhe,41,CN,1562701355,17.28,1.06,42.28,125.73,86
Upington,0,ZA,1562701355,16,1,-28.46,21.24,60
Male,91,UA,1562701355,11.78,3.66,50.74,33.7,90
Palauig,44,PH,1562701409,28.38,6.07,15.44,119.9,80
Ortakoy,0,TR,1562701410,26,5.1,38.74,34.04,34
Rexburg,1,US,1562701410,22.22,2.6,43.82,-111.79,37
Alta Floresta,40,BR,1562701410,33,3.6,-9.87,-56.08,38
Eureka,75,US,1562701214,22.22,2.1,40.8,-124.16,77
San Quintin,69,PH,1562701410,22.58,1.66,17.54,120.52,90
Antigonish,75,CA,1562701410,21.67,5.1,45.62,-61.99,55
Anuchino,100,RU,1562701410,15.68,0.25,43.97,133.06,94
Le Port,78,FR,1562701411,20.56,2.24,42.87,1.37,69
Vardo,40,US,1562701411,31,4.1,39.62,-77.74,51
Pipri,100,IN,1562701411,25.78,2.78,24.21,83.02,87
Kango,55,GA,1562701411,21.98,0.87,0.19,10.1,89
Tura,84,RU,1562701411,13.18,2.37,64.27,100.22,79
Phalombe,0,MW,1562701411,12.38,2.85,-15.81,35.65,86
Bubaque,85,GW,1562701411,26.78,9.25,11.28,-15.83,84
Pacific Grove,40,US,1562701186,25.56,4.1,36.62,-121.92,63
Swan Hill,0,AU,1562701412,6.58,4.51,-35.34,143.56,84
Waraseoni,100,IN,1562701412,24.88,2.39,21.76,80.05,90
Shingu,95,JP,1562701412,18.08,1.58,33.72,135.99,97
Port Augusta,0,AU,1562701412,8.33,2.6,-32.49,137.76,80
Atherton,90,AU,1562701412,21,4.6,-17.27,145.48,83
Caravelas,54,BR,1562701412,21.68,4.97,-17.73,-39.27,64
Barranca,0,PE,1562701412,16.98,5.82,-10.75,-77.76,86
Voh,0,NC,1562701413,18.98,5.64,-20.95,164.69,68
Tempio Pausania,0,IT,1562701413,32,2.6,40.9,9.1,46
Houston,1,US,1562700759,36.11,2.1,29.76,-95.37,41
Ca Mau,5,VN,1562701413,25.68,1.23,9.18,105.15,89
Kayerkan,75,RU,1562701413,9,6,69.35,87.76,87
Quatre Cocos,40,MU,1562701413,22,2.6,-20.21,57.76,88
Moville,75,US,1562701413,29,7.7,42.49,-96.07,69
Ishigaki,100,JP,1562701413,29.08,11.08,24.34,124.16,84
Weiser,1,US,1562701171,28.89,1.5,44.25,-116.97,30
Beidao,0,CN,1562701414,11.68,1.1,34.57,105.89,74
Kiama,0,AU,1562701414,10,5.1,-34.67,150.86,81
Udachnyy,0,RU,1562701414,14,2,66.42,112.4,67
Amahai,98,ID,1562701414,26.67,3.56,-3.31,129,93
Geraldton,75,CA,1562701204,28,6.7,49.72,-86.95,51
Pareora,100,NZ,1562701414,5,0.38,-44.49,171.21,97
Soyo,90,AO,1562701414,22,2.1,-6.13,12.37,83
Jever,75,DE,1562701415,15,5.7,53.57,7.9,67
Posadas,0,PY,1562701415,26,4.1,-27.37,-55.89,40
Leh,33,IN,1562701415,4.28,1.47,34.16,77.58,53
Matara,88,BI,1562701415,11.38,0.37,-3.48,29.48,90
Sitka,0,US,1562701415,34.28,3.04,37.17,-99.65,35
Mackenzie,1,CA,1562701415,17,3.1,55.34,-123.09,51
Chukhloma,100,RU,1562701415,11.98,1.95,58.76,42.68,99
Hagere Hiywet,0,ET,1562701469,12.18,1.04,8.98,37.85,96
Srednekolymsk,19,RU,1562701259,24.78,4.86,67.46,153.71,34
Gornoye Loo,0,RU,1562701470,20,3,43.72,39.61,88
Dubti,1,ET,1562701470,34.78,3.82,11.74,41.09,32
Togur,65,RU,1562701470,11.08,2.21,58.36,82.83,95
Moyobamba,0,PE,1562701470,25.18,1.74,-6.03,-76.97,57
Egvekinot,0,RU,1562701470,23.28,0.52,66.32,-179.17,32
Boma,100,GH,1562701470,21.48,1.18,7.08,-2.17,91
Two Hills,89,CA,1562701470,15.48,1.24,53.71,-111.75,72
La Asuncion,21,AR,1562701470,15.38,1.38,-26.05,-65.39,46
Terenos,0,BR,1562701471,28,2.1,-20.44,-54.87,24
Saldanha,4,PT,1562701471,22.58,1.37,41.42,-6.55,46
Ambilobe,22,MG,1562701471,22.18,2.15,-13.19,49.05,82
Gbarnga,47,LR,1562701471,20.88,1.71,7,-9.47,99
Waterfoot,90,GB,1562701471,17.78,1.5,53.69,-2.25,93
Anadyr,0,RU,1562701471,21.67,3.3,64.73,177.51,46
Nelson Bay,0,AU,1562701471,8.89,4.1,-32.72,152.14,87
Aklavik,75,CA,1562701472,19,3.1,68.22,-135.01,48
Juneau,90,US,1562701472,18,1.5,58.3,-134.42,72
Mikkeli,0,FI,1562701472,13,1.5,61.69,27.27,76
Marienburg,20,DE,1562701472,16,3.6,52.12,9.98,58
Porto Walter,71,BR,1562701472,29.28,1.38,-8.27,-72.74,54
Petropavlovsk-Kamchatskiy,40,RU,1562701472,10,1,53.05,158.65,100
Chambersburg,40,US,1562701458,30.56,4.1,39.94,-77.66,51
Shenjiamen,100,CN,1562701473,22.88,7.04,29.96,122.3,90
Dzilam Gonzalez,100,MX,1562701473,27.58,7.61,21.28,-88.93,81
Wajir,6,KE,1562701473,27.68,9.03,1.75,40.07,56
Ribeira Brava,20,PT,1562701473,22,4.1,32.65,-17.07,64
Mahanoro,100,MG,1562701473,19.98,1.07,-19.9,48.8,94
Jinka,57,ET,1562701473,19.08,1.99,5.79,36.57,81
Yaan,100,NG,1562701473,22.58,2.84,7.38,8.57,96
Curuca,54,BR,1562701474,25.78,1.34,-2.52,-61.06,95
Show Low,1,US,1562701468,31.11,6.7,34.25,-110.03,18
Bol,46,TD,1562701474,29.08,1.04,13.47,14.72,62
Kijang,0,KR,1562701474,22,5.1,35.24,129.21,68
Coihaique,75,CL,1562701408,9,2.1,-45.58,-72.07,87
Paamiut,0,GL,1562701474,7.98,5.05,61.99,-49.67,80
Constitucion,20,MX,1562701474,25.56,1.5,23.99,-104.67,44
Victor Harbor,0,AU,1562701474,10.56,4.6,-35.55,138.62,76
Rtishchevo,0,RU,1562701474,11.98,4.26,52.26,43.79,93
Kalmunai,100,LK,1562701475,25.78,1.21,7.42,81.82,81
Dingle,54,PH,1562701475,23.28,1.02,11,122.67,86
Wamba,81,CD,1562701475,19.48,0.71,2.14,27.99,98
Bay Roberts,75,CA,1562701475,22.22,8.2,47.58,-53.28,49
Cordoba,100,AR,1562701461,18.58,3.39,-27.78,-67.24,28
Ratnagiri,96,IN,1562701475,27.88,9.26,16.98,73.3,81
